           0  -1.004194   0.000  0.000  0.000   
           3  -0.948403   0.788  0.481  0.000   
           6  -0.926193   0.781  0.554  0.000   
           9  -0.935253   0.763  0.540  0.000   
          12  -0.954658   0.779  0.568  0.000   
          15  -0.952250   0.786  0.567  0.000   
          18  -0.981434   0.809  0.564  0.000   
          21  -0.953007   0.810  0.583  0.000   
          24  -0.980853   0.797  0.577  0.000   
          27  -0.986446   0.785  0.575  0.000   
          30  -0.992810   0.796  0.577  0.000   
          33  -0.978729   0.799  0.579  0.000   
          36  -0.992874   0.805  0.601  0.000   
          39  -0.990126   0.791  0.604  0.000   
          42  -1.001823   0.782  0.608  0.000   
          45  -0.970784   0.781  0.611  0.000   
          48  -0.987941   0.779  0.613  0.000   
          51  -0.954219   0.765  0.608  0.000   
          54  -0.992520   0.766  0.604  0.000   
          57  -0.970388   0.772  0.603  0.000   
          60  -0.962258   0.774  0.609  0.000   
          63  -0.959247   0.773  0.603  0.000   
          66  -0.950141   0.775  0.603  0.000   
          69  -0.939210   0.773  0.600  0.000   
          72  -0.951597   0.776  0.603  0.000   
          75  -0.934437   0.779  0.602  0.000   
          78  -0.937876   0.777  0.606  0.000   
          81  -0.937131   0.778  0.605  0.000   
          84  -0.914328   0.778  0.601  0.000   
          87  -0.900167   0.781  0.605  0.000   
          90  -0.854097   0.771  0.603  0.000   
          93  -0.902829   0.770  0.606  0.000   
          96  -0.884687   0.769  0.606  0.000   
          99  -0.915908   0.767  0.607  0.000   
         102  -0.888698   0.767  0.607  0.000   
         105  -0.896770   0.763  0.609  0.000   
         108  -0.936150   0.756  0.609  0.000   
         111  -0.927548   0.757  0.609  0.000   
         114  -0.949867   0.757  0.612  0.000   
         117  -0.974500   0.756  0.613  0.000   
         120  -0.983858   0.755  0.612  0.000   
         123  -0.931013   0.756  0.610  0.000   
         126  -0.902267   0.757  0.611  0.000   
         129  -0.894342   0.756  0.611  0.000   
         132  -0.868445   0.757  0.616  0.000   
         135  -0.901679   0.759  0.613  0.000   
         138  -0.930347   0.761  0.611  0.000   
         141  -0.941666   0.758  0.612  0.000   
         144  -0.979040   0.761  0.613  0.000   
         147  -0.967535   0.760  0.613  0.000   
         150  -0.921559   0.762  0.611  0.000   
         153  -0.898418   0.761  0.612  0.000   
         156  -0.898977   0.758  0.610  0.000   
         159  -0.897177   0.758  0.609  0.000   
         162  -0.892261   0.759  0.608  0.000   
         165  -0.832233   0.759  0.607  0.000   
         168  -0.840471   0.755  0.604  0.000   
         171  -0.898357   0.749  0.605  0.000   
         174  -0.897898   0.749  0.601  0.000   
         177  -0.901979   0.746  0.601  0.000   
         180  -0.913181   0.746  0.602  0.000   
         183  -0.880583   0.746  0.604  0.000   
         186  -0.860269   0.744  0.604  0.000   
         189  -0.870411   0.744  0.603  0.000   
         192  -0.836256   0.741  0.602  0.000   
         195  -0.865889   0.735  0.602  0.000   
         198  -0.852023   0.733  0.602  0.000   
         201  -0.832221   0.731  0.604  0.000   
         204  -0.880865   0.730  0.604  0.000   
         207  -0.846652   0.729  0.601  0.000   
         210  -0.856864   0.729  0.601  0.000   
         213  -0.871626   0.730  0.603  0.000   
         216  -0.865351   0.730  0.601  0.000   
         219  -0.921199   0.730  0.602  0.000   
         222  -0.960984   0.729  0.600  0.000   
         225  -0.951469   0.729  0.598  0.000   
         228  -0.969417   0.728  0.596  0.000   
         231  -0.961061   0.727  0.598  0.000   
         234  -0.932684   0.726  0.598  0.000   
         237  -0.974417   0.726  0.598  0.000   
         240  -0.947055   0.727  0.598  0.000   
         243  -0.963060   0.727  0.599  0.000   
         246  -0.993545   0.727  0.600  0.000   
         249  -0.978345   0.728  0.600  0.000   
         252  -0.972149   0.729  0.600  0.000   
         255  -0.988946   0.727  0.600  0.000   
         258  -0.984888   0.726  0.599  0.000   
         261  -0.964965   0.726  0.599  0.000   
         264  -0.956768   0.722  0.598  0.000   
         267  -0.972706   0.721  0.600  0.000   
         270  -0.962437   0.721  0.601  0.000   
         273  -0.998968   0.720  0.602  0.000   
         276  -0.951185   0.720  0.602  0.000   
         279  -0.916663   0.720  0.603  0.000   
         282  -0.888055   0.721  0.603  0.000   
         285  -0.891577   0.719  0.602  0.000   
         288  -0.887944   0.720  0.601  0.000   
         291  -0.888595   0.719  0.602  0.000   
         294  -0.893485   0.718  0.602  0.000   
         297  -0.900631   0.717  0.602  0.000   
         300  -0.897659   0.717  0.602  0.000   
         303  -0.898619   0.717  0.601  0.000   
         306  -0.946627   0.717  0.600  0.000   
         309  -0.952832   0.716  0.599  0.000   
         312  -0.918434   0.716  0.599  0.000   
         315  -0.908244   0.716  0.598  0.000   
         318  -0.932423   0.716  0.598  0.000   
         321  -0.943875   0.717  0.599  0.000   
         324  -0.931500   0.716  0.598  0.000   
         327  -0.923021   0.716  0.600  0.000   
         330  -0.934631   0.715  0.600  0.000   
         333  -0.953030   0.713  0.601  0.000   
         336  -0.925142   0.712  0.601  0.000   
         339  -0.884474   0.712  0.602  0.000   
         342  -0.836965   0.709  0.600  0.000   
         345  -0.910919   0.708  0.602  0.000   
         348  -0.908645   0.708  0.602  0.000   
         351  -0.905921   0.707  0.601  0.000   
         354  -0.903166   0.707  0.600  0.000   
         357  -0.923431   0.707  0.600  0.000   
         360  -0.911746   0.705  0.600  0.000   
         363  -0.949628   0.706  0.599  0.000   
         366  -0.942076   0.705  0.599  0.000   
         369  -0.923381   0.705  0.599  0.000   
         372  -0.967642   0.703  0.599  0.000   
         375  -0.938617   0.701  0.599  0.000   
         378  -0.939311   0.699  0.598  0.000   
         381  -0.989890   0.699  0.597  0.000   
         384  -0.991490   0.698  0.598  0.000   
         387  -0.976769   0.698  0.598  0.000   
         390  -0.958855   0.697  0.599  0.000   
         393  -0.953619   0.697  0.599  0.000   
         396  -0.981158   0.695  0.598  0.000   
         399  -0.976151   0.695  0.598  0.000   
         402  -0.966591   0.695  0.598  0.000   
         405  -0.987104   0.695  0.596  0.000   
         408  -1.005453   0.695  0.597  0.000   
         411  -1.005278   0.693  0.597  0.000   
         414  -0.975523   0.692  0.596  0.000   
         417  -0.987167   0.691  0.597  0.000   
         420  -1.017166   0.691  0.598  0.000   
         423  -1.002416   0.692  0.598  0.000   
         426  -1.022897   0.691  0.598  0.000   
         429  -1.004121   0.692  0.598  0.000   
         432  -1.001133   0.691  0.598  0.000   
         435  -0.992405   0.690  0.597  0.000   
         438  -0.989697   0.690  0.597  0.000   
         441  -0.997996   0.690  0.597  0.000   
         444  -1.012633   0.690  0.598  0.000   
         447  -1.020433   0.690  0.599  0.000   
         450  -0.991954   0.689  0.598  0.000   
         453  -0.990051   0.689  0.599  0.000   
         456  -0.976648   0.688  0.600  0.000   
         459  -0.956521   0.685  0.600  0.000   
         462  -0.979844   0.685  0.601  0.000   
         465  -0.964682   0.685  0.601  0.000   
         468  -0.974999   0.683  0.601  0.000   
         471  -0.904772   0.683  0.600  0.000   
         474  -0.888318   0.683  0.600  0.000   
         477  -0.900917   0.683  0.599  0.000   
         480  -0.916768   0.682  0.599  0.000   
         483  -0.938173   0.683  0.599  0.000   
         486  -0.982730   0.682  0.598  0.000   
         489  -0.903830   0.681  0.599  0.000   
         492  -0.964059   0.681  0.599  0.000   
         495  -0.952979   0.680  0.599  0.000   
         498  -0.956653   0.680  0.600  0.000   
         501  -0.965276   0.679  0.600  0.000   
         504  -0.958438   0.678  0.600  0.000   
         507  -0.957254   0.678  0.600  0.000   
         510  -0.939043   0.679  0.600  0.000   
         513  -0.978578   0.678  0.600  0.000   
         516  -0.982863   0.679  0.600  0.000   
         519  -0.955932   0.678  0.600  0.000   
         522  -0.934192   0.678  0.600  0.000   
         525  -0.960183   0.679  0.600  0.000   
         528  -0.972618   0.679  0.600  0.000   
         531  -0.956573   0.679  0.600  0.000   
         534  -0.933180   0.678  0.600  0.000   
         537  -0.947190   0.678  0.600  0.000   
         540  -0.901405   0.678  0.600  0.000   
         543  -0.890490   0.678  0.600  0.000   
         546  -0.882091   0.678  0.600  0.000   
         549  -0.942523   0.677  0.601  0.000   
