        0.0000   0.053633   0.299972   0.353605 
      100.0000   0.038733   0.290428   0.329160 
      200.0000   0.037285   0.295107   0.332393 
      300.0000   0.055066   0.294793   0.349859 
      400.0000   0.041099   0.296166   0.337265 
      500.0000   0.044110   0.303036   0.347146 
      600.0000   0.058663   0.296116   0.354779 
      700.0000   0.051769   0.299061   0.350830 
      800.0000   0.049698   0.279399   0.329097 
      900.0000   0.054169   0.304511   0.358680 
     1000.0000   0.048303   0.277090   0.325393 
     1100.0000   0.051288   0.285765   0.337053 
     1200.0000   0.059388   0.292137   0.351525 
     1300.0000   0.056365   0.288225   0.344590 
     1400.0000   0.052188   0.298377   0.350564 
     1500.0000   0.043177   0.261468   0.304645 
     1600.0000   0.055176   0.319194   0.374370 
     1700.0000   0.054462   0.336544   0.391006 
     1800.0000   0.052281   0.307543   0.359824 
     1900.0000   0.041817   0.257079   0.298896 
     2000.0000   0.045343   0.254093   0.299437 
     2100.0000   0.038118   0.297496   0.335614 
     2200.0000   0.042758   0.277400   0.320158 
     2300.0000   0.040136   0.310121   0.350257 
     2400.0000   0.047758   0.270761   0.318519 
     2500.0000   0.043036   0.302486   0.345523 
     2600.0000   0.045987   0.340122   0.386109 
     2700.0000   0.054182   0.296329   0.350511 
     2800.0000   0.050651   0.294222   0.344874 
     2900.0000   0.041084   0.281562   0.322647 
     3000.0000   0.039688   0.328504   0.368192 
     3100.0000   0.054233   0.286884   0.341116 
     3200.0000   0.036092   0.298086   0.334178 
     3300.0000   0.051007   0.315349   0.366356 
     3400.0000   0.049185   0.319324   0.368509 
     3500.0000   0.043522   0.286244   0.329766 
     3600.0000   0.038777   0.306967   0.345744 
     3700.0000   0.045050   0.285944   0.330994 
     3800.0000   0.034043   0.317425   0.351468 
     3900.0000   0.037945   0.308913   0.346859 
     4000.0000   0.041765   0.285120   0.326885 
     4100.0000   0.045582   0.276940   0.322521 
     4200.0000   0.051736   0.304011   0.355747 
     4300.0000   0.050163   0.341839   0.392002 
     4400.0000   0.046610   0.274077   0.320686 
     4500.0000   0.052631   0.315317   0.367948 
     4600.0000   0.040351   0.340114   0.380465 
     4700.0000   0.057295   0.333599   0.390894 
     4800.0000   0.059425   0.265481   0.324907 
     4900.0000   0.043398   0.270030   0.313428 
     5000.0000   0.051891   0.317607   0.369499 
     5100.0000   0.057724   0.301079   0.358803 
     5200.0000   0.041392   0.270688   0.312080 
     5300.0000   0.046619   0.296577   0.343196 
     5400.0000   0.051406   0.302621   0.354027 
     5500.0000   0.052146   0.340076   0.392222 
     5600.0000   0.053778   0.305469   0.359247 
     5700.0000   0.053939   0.316343   0.370282 
     5800.0000   0.043729   0.311497   0.355227 
     5900.0000   0.049665   0.279191   0.328856 
     6000.0000   0.038743   0.271760   0.310503 
     6100.0000   0.047535   0.288725   0.336260 
     6200.0000   0.051492   0.297316   0.348808 
     6300.0000   0.068851   0.314980   0.383831 
     6400.0000   0.047811   0.297872   0.345683 
     6500.0000   0.044292   0.293968   0.338260 
     6600.0000   0.049256   0.321123   0.370379 
