        0.0000  -1.004195   0.342069  -0.662125 
        3.0000  -0.985329   0.329176  -0.656153 
        6.0000  -0.938101   0.301954  -0.636147 
        9.0000  -0.948885   0.301926  -0.646958 
       12.0000  -0.971578   0.323956  -0.647622 
       15.0000  -0.987410   0.343884  -0.643527 
       18.0000  -1.013331   0.376609  -0.636722 
       21.0000  -0.980952   0.300767  -0.680185 
       24.0000  -0.962746   0.270006  -0.692740 
       27.0000  -0.929153   0.237280  -0.691873 
       30.0000  -0.995129   0.294815  -0.700314 
       33.0000  -0.985666   0.291421  -0.694245 
       36.0000  -0.980226   0.302823  -0.677403 
       39.0000  -0.984477   0.298689  -0.685788 
       42.0000  -0.993072   0.284062  -0.709010 
       45.0000  -0.999967   0.278066  -0.721901 
       48.0000  -1.050089   0.338712  -0.711377 
       51.0000  -1.035484   0.321595  -0.713888 
       54.0000  -0.971381   0.259703  -0.711678 
       57.0000  -1.015660   0.290210  -0.725449 
       60.0000  -0.989959   0.263536  -0.726423 
       63.0000  -1.015412   0.299730  -0.715682 
       66.0000  -0.961745   0.240433  -0.721313 
       69.0000  -1.023311   0.273061  -0.750250 
       72.0000  -1.015453   0.264008  -0.751445 
       75.0000  -1.033549   0.301771  -0.731778 
       78.0000  -1.054929   0.294203  -0.760727 
       81.0000  -1.005752   0.248778  -0.756974 
       84.0000  -0.976250   0.213744  -0.762506 
       87.0000  -1.033960   0.276352  -0.757608 
       90.0000  -1.051049   0.271823  -0.779226 
       93.0000  -1.048000   0.279048  -0.768952 
       96.0000  -0.993712   0.251808  -0.741903 
       99.0000  -0.972832   0.225266  -0.747566 
      102.0000  -0.989275   0.259702  -0.729573 
      105.0000  -0.993891   0.262319  -0.731572 
      108.0000  -0.992450   0.267261  -0.725188 
      111.0000  -1.012068   0.276807  -0.735261 
      114.0000  -1.012141   0.277502  -0.734639 
      117.0000  -1.014394   0.265304  -0.749090 
      120.0000  -1.018204   0.246004  -0.772200 
      123.0000  -1.044004   0.268658  -0.775346 
      126.0000  -0.992192   0.247458  -0.744734 
      129.0000  -0.981973   0.278496  -0.703477 
      132.0000  -1.017748   0.311890  -0.705858 
      135.0000  -0.999983   0.295050  -0.704933 
      138.0000  -0.992848   0.279962  -0.712886 
      141.0000  -0.988413   0.300741  -0.687672 
      144.0000  -0.949694   0.244548  -0.705146 
      147.0000  -0.969859   0.271243  -0.698616 
      150.0000  -0.988547   0.282186  -0.706361 
      153.0000  -0.995657   0.247082  -0.748575 
      156.0000  -1.037800   0.294979  -0.742821 
      159.0000  -0.994091   0.249007  -0.745084 
      162.0000  -0.991333   0.293196  -0.698137 
      165.0000  -0.971608   0.285570  -0.686037 
      168.0000  -0.898225   0.217382  -0.680843 
      171.0000  -0.917537   0.252949  -0.664588 
      174.0000  -0.932783   0.259633  -0.673150 
      177.0000  -0.905091   0.241473  -0.663618 
      180.0000  -0.965049   0.298377  -0.666672 
      183.0000  -1.009573   0.331103  -0.678470 
      186.0000  -1.002651   0.306044  -0.696608 
      189.0000  -0.965148   0.267661  -0.697487 
      192.0000  -0.968700   0.298722  -0.669979 
      195.0000  -0.963531   0.307127  -0.656404 
      198.0000  -0.958303   0.302362  -0.655942 
      201.0000  -0.930025   0.263385  -0.666639 
      204.0000  -0.980608   0.313681  -0.666928 
      207.0000  -0.901729   0.238134  -0.663595 
      210.0000  -0.923981   0.253994  -0.669986 
      213.0000  -0.959486   0.281254  -0.678233 
      216.0000  -0.924312   0.277566  -0.646746 
      219.0000  -0.980938   0.325437  -0.655502 
      222.0000  -0.979214   0.315066  -0.664149 
      225.0000  -0.988777   0.323466  -0.665311 
      228.0000  -0.984342   0.316510  -0.667832 
      231.0000  -1.007570   0.327945  -0.679625 
      234.0000  -1.029963   0.359606  -0.670357 
      237.0000  -0.984989   0.314844  -0.670144 
      240.0000  -0.940192   0.251711  -0.688481 
      243.0000  -0.939263   0.238270  -0.700993 
      246.0000  -0.955729   0.281586  -0.674143 
      249.0000  -0.945620   0.286049  -0.659571 
      252.0000  -0.938622   0.285109  -0.653513 
      255.0000  -0.919575   0.276260  -0.643315 
      258.0000  -0.909225   0.261031  -0.648195 
      261.0000  -0.884619   0.252396  -0.632223 
      264.0000  -0.868641   0.253364  -0.615277 
      267.0000  -0.914772   0.324769  -0.590003 
      270.0000  -0.852427   0.279101  -0.573326 
      273.0000  -0.888192   0.309293  -0.578899 
      276.0000  -0.815422   0.249297  -0.566125 
      279.0000  -0.824472   0.267125  -0.557346 
      282.0000  -0.850257   0.276439  -0.573818 
      285.0000  -0.858957   0.307812  -0.551145 
      288.0000  -0.882569   0.321650  -0.560919 
      291.0000  -0.875489   0.305996  -0.569493 
      294.0000  -0.894291   0.334050  -0.560242 
      297.0000  -0.884064   0.324888  -0.559176 
      300.0000  -0.910459   0.352656  -0.557803 
      303.0000  -0.867020   0.309177  -0.557843 
      306.0000  -0.824016   0.274567  -0.549449 
      309.0000  -0.880882   0.340047  -0.540835 
      312.0000  -0.812768   0.274673  -0.538095 
      315.0000  -0.771236   0.241420  -0.529816 
      318.0000  -0.852000   0.328992  -0.523008 
      321.0000  -0.832328   0.309388  -0.522940 
      324.0000  -0.823840   0.300851  -0.522989 
      327.0000  -0.776923   0.256867  -0.520056 
      330.0000  -0.826186   0.317388  -0.508798 
      333.0000  -0.794272   0.295158  -0.499114 
      336.0000  -0.729977   0.218751  -0.511226 
      339.0000  -0.813081   0.291240  -0.521841 
      342.0000  -0.802929   0.267838  -0.535091 
      345.0000  -0.850577   0.319470  -0.531106 
      348.0000  -0.823339   0.305996  -0.517342 
      351.0000  -0.813487   0.245708  -0.567780 
      354.0000  -0.836256   0.275014  -0.561242 
      357.0000  -0.848560   0.319374  -0.529187 
